BatchID,EquipmentID
BATCH_2543,EQUIP_269
BATCH_2544,EQUIP_266
BATCH_2545,EQUIP_211
BATCH_2546,EQUIP_67
BATCH_2547,EQUIP_36
BATCH_2548,EQUIP_106
BATCH_2549,EQUIP_244
BATCH_2550,EQUIP_159
BATCH_2551,EQUIP_235
BATCH_2552,EQUIP_74
BATCH_2553,EQUIP_127
BATCH_2554,EQUIP_252
BATCH_2555,EQUIP_47
BATCH_2556,EQUIP_234
BATCH_2557,EQUIP_153
BATCH_2558,EQUIP_90
BATCH_2559,EQUIP_222
BATCH_2560,EQUIP_94
BATCH_2561,EQUIP_23
BATCH_2562,EQUIP_276
BATCH_2563,EQUIP_112
BATCH_2564,EQUIP_284
BATCH_2565,EQUIP_54
BATCH_2566,EQUIP_210
BATCH_2567,EQUIP_260
BATCH_2568,EQUIP_237
BATCH_2569,EQUIP_100
BATCH_2570,EQUIP_59
BATCH_2571,EQUIP_238
BATCH_2572,EQUIP_281
BATCH_2573,EQUIP_225
BATCH_2574,EQUIP_83
BATCH_2575,EQUIP_91
BATCH_2576,EQUIP_201
BATCH_2577,EQUIP_6
BATCH_2578,EQUIP_184
BATCH_2579,EQUIP_273
BATCH_2580,EQUIP_268
BATCH_2581,EQUIP_53
BATCH_2582,EQUIP_27
BATCH_2583,EQUIP_194
BATCH_2584,EQUIP_192
BATCH_2585,EQUIP_9
BATCH_2586,EQUIP_173
BATCH_2587,EQUIP_33
BATCH_2588,EQUIP_86
BATCH_2589,EQUIP_263
BATCH_2590,EQUIP_98
BATCH_2591,EQUIP_203
BATCH_2592,EQUIP_110
BATCH_2593,EQUIP_8
BATCH_2594,EQUIP_200
BATCH_2595,EQUIP_143
BATCH_2596,EQUIP_35
BATCH_2597,EQUIP_256
BATCH_2598,EQUIP_292
BATCH_2599,EQUIP_167
BATCH_2600,EQUIP_69
BATCH_2601,EQUIP_163
BATCH_2602,EQUIP_172
BATCH_2603,EQUIP_230
BATCH_2604,EQUIP_120
BATCH_2605,EQUIP_7
BATCH_2606,EQUIP_64
BATCH_2607,EQUIP_125
BATCH_2608,EQUIP_192
BATCH_2609,EQUIP_193
BATCH_2610,EQUIP_228
BATCH_2611,EQUIP_163
BATCH_2612,EQUIP_213
BATCH_2613,EQUIP_118
BATCH_2614,EQUIP_125
BATCH_2615,EQUIP_128
BATCH_2616,EQUIP_114
BATCH_2617,EQUIP_94
BATCH_2618,EQUIP_252
BATCH_2619,EQUIP_73
BATCH_2620,EQUIP_89
BATCH_2621,EQUIP_105
BATCH_2622,EQUIP_240
BATCH_2623,EQUIP_126
BATCH_2624,EQUIP_156
BATCH_2625,EQUIP_104
BATCH_2626,EQUIP_185
BATCH_2627,EQUIP_226
BATCH_2628,EQUIP_222
BATCH_2629,EQUIP_247
BATCH_2630,EQUIP_43
BATCH_2631,EQUIP_79
BATCH_2632,EQUIP_195
BATCH_2633,EQUIP_193
BATCH_2634,EQUIP_171
BATCH_2635,EQUIP_80
BATCH_2636,EQUIP_257
BATCH_2637,EQUIP_208
BATCH_2638,EQUIP_192
BATCH_2639,EQUIP_37
BATCH_2640,EQUIP_64
BATCH_2641,EQUIP_224
BATCH_2642,EQUIP_179
BATCH_2643,EQUIP_189
BATCH_2644,EQUIP_218
BATCH_2645,EQUIP_18
BATCH_2646,EQUIP_15
BATCH_2647,EQUIP_134
BATCH_2648,EQUIP_76
BATCH_2649,EQUIP_83
BATCH_2650,EQUIP_197
BATCH_2651,EQUIP_42
BATCH_2652,EQUIP_85
BATCH_2653,EQUIP_155
BATCH_2654,EQUIP_196
BATCH_2655,EQUIP_46
BATCH_2656,EQUIP_177
BATCH_2657,EQUIP_108
BATCH_2658,EQUIP_158
BATCH_2659,EQUIP_1
BATCH_2660,EQUIP_214
BATCH_2661,EQUIP_221
BATCH_2662,EQUIP_69
BATCH_2663,EQUIP_57
BATCH_2664,EQUIP_96
BATCH_2665,EQUIP_99
BATCH_2666,EQUIP_56
BATCH_2667,EQUIP_151
BATCH_2668,EQUIP_33
BATCH_2669,EQUIP_245
BATCH_2670,EQUIP_5
BATCH_2671,EQUIP_4
BATCH_2672,EQUIP_22
BATCH_2673,EQUIP_4
BATCH_2674,EQUIP_137
BATCH_2675,EQUIP_173
BATCH_2676,EQUIP_176
BATCH_2677,EQUIP_205
BATCH_2678,EQUIP_183
BATCH_2679,EQUIP_2
BATCH_2680,EQUIP_72
BATCH_2681,EQUIP_272
BATCH_2682,EQUIP_128
BATCH_2683,EQUIP_244
BATCH_2684,EQUIP_2
BATCH_2685,EQUIP_185
BATCH_2686,EQUIP_167
BATCH_2687,EQUIP_249
BATCH_2688,EQUIP_42
BATCH_2689,EQUIP_244
BATCH_2690,EQUIP_198
BATCH_2691,EQUIP_74
BATCH_2692,EQUIP_259
BATCH_2693,EQUIP_45
BATCH_2694,EQUIP_240
BATCH_2695,EQUIP_247
BATCH_2696,EQUIP_109
BATCH_2697,EQUIP_46
BATCH_2698,EQUIP_15
BATCH_2699,EQUIP_144
BATCH_2700,EQUIP_244
BATCH_2701,EQUIP_70
BATCH_2702,EQUIP_252
BATCH_2703,EQUIP_115
BATCH_2704,EQUIP_34
BATCH_2705,EQUIP_196
BATCH_2706,EQUIP_224
BATCH_2707,EQUIP_60
BATCH_2708,EQUIP_175
BATCH_2709,EQUIP_60
BATCH_2710,EQUIP_161
BATCH_2711,EQUIP_1
BATCH_2712,EQUIP_98
BATCH_2713,EQUIP_164
BATCH_2714,EQUIP_65
BATCH_2715,EQUIP_114
BATCH_2716,EQUIP_236
BATCH_2717,EQUIP_152
BATCH_2718,EQUIP_234
BATCH_2719,EQUIP_18
BATCH_2720,EQUIP_64
BATCH_2721,EQUIP_111
BATCH_2722,EQUIP_193
BATCH_2723,EQUIP_108
BATCH_2724,EQUIP_116
BATCH_2725,EQUIP_92
BATCH_2726,EQUIP_154
BATCH_2727,EQUIP_82
BATCH_2728,EQUIP_217
BATCH_2729,EQUIP_201
BATCH_2730,EQUIP_145
BATCH_2731,EQUIP_281
BATCH_2732,EQUIP_298
BATCH_2733,EQUIP_156
BATCH_2734,EQUIP_71
BATCH_2735,EQUIP_75
BATCH_2736,EQUIP_101
BATCH_2737,EQUIP_295
BATCH_2738,EQUIP_76
BATCH_2739,EQUIP_87
BATCH_2740,EQUIP_243
BATCH_2741,EQUIP_264
BATCH_2742,EQUIP_77
BATCH_2743,EQUIP_18
BATCH_2744,EQUIP_155
BATCH_2745,EQUIP_193
BATCH_2746,EQUIP_46
BATCH_2747,EQUIP_196
BATCH_2748,EQUIP_189
BATCH_2749,EQUIP_63
BATCH_2750,EQUIP_261
BATCH_2751,EQUIP_294
BATCH_2752,EQUIP_49
BATCH_2753,EQUIP_248
BATCH_2754,EQUIP_293
BATCH_2755,EQUIP_276
BATCH_2756,EQUIP_11
BATCH_2757,EQUIP_272
BATCH_2758,EQUIP_300
BATCH_2759,EQUIP_64
BATCH_2760,EQUIP_61
BATCH_2761,EQUIP_3
BATCH_2762,EQUIP_63
BATCH_2763,EQUIP_83
BATCH_2764,EQUIP_18
BATCH_2765,EQUIP_187
BATCH_2766,EQUIP_1
BATCH_2767,EQUIP_266
BATCH_2768,EQUIP_228
BATCH_2769,EQUIP_161
BATCH_2770,EQUIP_262
BATCH_2771,EQUIP_23
BATCH_2772,EQUIP_154
BATCH_2773,EQUIP_283
BATCH_2774,EQUIP_66
BATCH_2775,EQUIP_282
BATCH_2776,EQUIP_84
BATCH_2777,EQUIP_131
BATCH_2778,EQUIP_74
BATCH_2779,EQUIP_138
BATCH_2780,EQUIP_191
BATCH_2781,EQUIP_262
BATCH_2782,EQUIP_79
BATCH_2783,EQUIP_127
BATCH_2784,EQUIP_57
BATCH_2785,EQUIP_169
BATCH_2786,EQUIP_171
BATCH_2787,EQUIP_116
BATCH_2788,EQUIP_114
BATCH_2789,EQUIP_64
BATCH_2790,EQUIP_157
BATCH_2791,EQUIP_179
BATCH_2792,EQUIP_283
BATCH_2793,EQUIP_25
BATCH_2794,EQUIP_200
BATCH_2795,EQUIP_273
BATCH_2796,EQUIP_207
BATCH_2797,EQUIP_5
BATCH_2798,EQUIP_65
BATCH_2799,EQUIP_137
BATCH_2800,EQUIP_190
BATCH_2801,EQUIP_215
BATCH_2802,EQUIP_182
BATCH_2803,EQUIP_142
BATCH_2804,EQUIP_118
BATCH_2805,EQUIP_157
BATCH_2806,EQUIP_47
BATCH_2807,EQUIP_123
BATCH_2808,EQUIP_30
BATCH_2809,EQUIP_253
BATCH_2810,EQUIP_218
BATCH_2811,EQUIP_70
BATCH_2812,EQUIP_273
BATCH_2813,EQUIP_98
BATCH_2814,EQUIP_218
BATCH_2815,EQUIP_126
BATCH_2816,EQUIP_271
BATCH_2817,EQUIP_230
BATCH_2818,EQUIP_269
BATCH_2819,EQUIP_188
BATCH_2820,EQUIP_27
BATCH_2821,EQUIP_192
BATCH_2822,EQUIP_128
BATCH_2823,EQUIP_61
BATCH_2824,EQUIP_136
BATCH_2825,EQUIP_292
BATCH_2826,EQUIP_264
BATCH_2827,EQUIP_250
BATCH_2828,EQUIP_236
BATCH_2829,EQUIP_3
BATCH_2830,EQUIP_182
BATCH_2831,EQUIP_102
BATCH_2832,EQUIP_79
BATCH_2833,EQUIP_4
BATCH_2834,EQUIP_116
BATCH_2835,EQUIP_187
BATCH_2836,EQUIP_138
BATCH_2837,EQUIP_225
BATCH_2838,EQUIP_223
BATCH_2839,EQUIP_102
BATCH_2840,EQUIP_69
BATCH_2841,EQUIP_17
BATCH_2842,EQUIP_246
BATCH_2843,EQUIP_61
BATCH_2844,EQUIP_66
BATCH_2845,EQUIP_205
BATCH_2846,EQUIP_200
BATCH_2847,EQUIP_11
BATCH_2848,EQUIP_7
BATCH_2849,EQUIP_176
BATCH_2850,EQUIP_223
BATCH_2851,EQUIP_43
BATCH_2852,EQUIP_79
BATCH_2853,EQUIP_144
BATCH_2854,EQUIP_127
BATCH_2855,EQUIP_53
BATCH_2856,EQUIP_93
BATCH_2857,EQUIP_77
BATCH_2858,EQUIP_20
BATCH_2859,EQUIP_219
BATCH_2860,EQUIP_27
BATCH_2861,EQUIP_119
BATCH_2862,EQUIP_32
BATCH_2863,EQUIP_156
BATCH_2864,EQUIP_180
BATCH_2865,EQUIP_25
BATCH_2866,EQUIP_165
BATCH_2867,EQUIP_52
BATCH_2868,EQUIP_252
BATCH_2869,EQUIP_50
BATCH_2870,EQUIP_67
BATCH_2871,EQUIP_186
BATCH_2872,EQUIP_191
BATCH_2873,EQUIP_300
BATCH_2874,EQUIP_67
BATCH_2875,EQUIP_22
BATCH_2876,EQUIP_99
BATCH_2877,EQUIP_39
BATCH_2878,EQUIP_155
BATCH_2879,EQUIP_104
BATCH_2880,EQUIP_66
BATCH_2881,EQUIP_130
BATCH_2882,EQUIP_287
BATCH_2883,EQUIP_230
BATCH_2884,EQUIP_224
BATCH_2885,EQUIP_258
BATCH_2886,EQUIP_141
BATCH_2887,EQUIP_290
BATCH_2888,EQUIP_204
BATCH_2889,EQUIP_263
BATCH_2890,EQUIP_261
BATCH_2891,EQUIP_206
BATCH_2892,EQUIP_2
BATCH_2893,EQUIP_5
BATCH_2894,EQUIP_269
BATCH_2895,EQUIP_152
BATCH_2896,EQUIP_88
BATCH_2897,EQUIP_150
BATCH_2898,EQUIP_143
BATCH_2899,EQUIP_27
BATCH_2900,EQUIP_108
BATCH_2901,EQUIP_178
BATCH_2902,EQUIP_167
BATCH_2903,EQUIP_136
BATCH_2904,EQUIP_151
BATCH_2905,EQUIP_6
BATCH_2906,EQUIP_144
BATCH_2907,EQUIP_276
BATCH_2908,EQUIP_299
BATCH_2909,EQUIP_196
BATCH_2910,EQUIP_283
BATCH_2911,EQUIP_138
BATCH_2912,EQUIP_203
BATCH_2913,EQUIP_223
BATCH_2914,EQUIP_48
BATCH_2915,EQUIP_91
BATCH_2916,EQUIP_93
BATCH_2917,EQUIP_84
BATCH_2918,EQUIP_97
BATCH_2919,EQUIP_126
BATCH_2920,EQUIP_52
BATCH_2921,EQUIP_7
BATCH_2922,EQUIP_11
BATCH_2923,EQUIP_23
BATCH_2924,EQUIP_138
BATCH_2925,EQUIP_5
BATCH_2926,EQUIP_174
BATCH_2927,EQUIP_72
BATCH_2928,EQUIP_228
BATCH_2929,EQUIP_246
BATCH_2930,EQUIP_137
BATCH_2931,EQUIP_23
BATCH_2932,EQUIP_262
BATCH_2933,EQUIP_115
BATCH_2934,EQUIP_76
BATCH_2935,EQUIP_197
BATCH_2936,EQUIP_58
BATCH_2937,EQUIP_115
BATCH_2938,EQUIP_171
BATCH_2939,EQUIP_44
BATCH_2940,EQUIP_92
BATCH_2941,EQUIP_93
BATCH_2942,EQUIP_155
BATCH_2943,EQUIP_54
BATCH_2944,EQUIP_136
BATCH_2945,EQUIP_2
BATCH_2946,EQUIP_76
BATCH_2947,EQUIP_245
BATCH_2948,EQUIP_219
BATCH_2949,EQUIP_47
BATCH_2950,EQUIP_198
BATCH_2951,EQUIP_247
BATCH_2952,EQUIP_171
BATCH_2953,EQUIP_197
BATCH_2954,EQUIP_274
BATCH_2955,EQUIP_118
BATCH_2956,EQUIP_216
BATCH_2957,EQUIP_113
BATCH_2958,EQUIP_2
BATCH_2959,EQUIP_243
BATCH_2960,EQUIP_31
BATCH_2961,EQUIP_72
BATCH_2962,EQUIP_283
BATCH_2963,EQUIP_115
BATCH_2964,EQUIP_74
BATCH_2965,EQUIP_218
BATCH_2966,EQUIP_298
BATCH_2967,EQUIP_81
BATCH_2968,EQUIP_41
BATCH_2969,EQUIP_214
BATCH_2970,EQUIP_72
BATCH_2971,EQUIP_154
BATCH_2972,EQUIP_228
BATCH_2973,EQUIP_147
BATCH_2974,EQUIP_17
BATCH_2975,EQUIP_83
BATCH_2976,EQUIP_233
BATCH_2977,EQUIP_293
BATCH_2978,EQUIP_217
BATCH_2979,EQUIP_48
BATCH_2980,EQUIP_65
BATCH_2981,EQUIP_29
BATCH_2982,EQUIP_287
BATCH_2983,EQUIP_240
BATCH_2984,EQUIP_208
BATCH_2985,EQUIP_191
BATCH_2986,EQUIP_56
BATCH_2987,EQUIP_172
BATCH_2988,EQUIP_278
BATCH_2989,EQUIP_6
BATCH_2990,EQUIP_104
BATCH_2991,EQUIP_44
BATCH_2992,EQUIP_248
BATCH_2993,EQUIP_159
BATCH_2994,EQUIP_204
BATCH_2995,EQUIP_201
BATCH_2996,EQUIP_50
BATCH_2997,EQUIP_258
BATCH_2998,EQUIP_77
BATCH_2999,EQUIP_245
BATCH_3000,EQUIP_78
BATCH_3001,EQUIP_48
BATCH_3002,EQUIP_111
BATCH_3003,EQUIP_83
BATCH_3004,EQUIP_268
BATCH_3005,EQUIP_68
BATCH_3006,EQUIP_221
BATCH_3007,EQUIP_199
BATCH_3008,EQUIP_39
BATCH_3009,EQUIP_255
BATCH_3010,EQUIP_159
BATCH_3011,EQUIP_233
BATCH_3012,EQUIP_83
BATCH_3013,EQUIP_181
BATCH_3014,EQUIP_236
BATCH_3015,EQUIP_227
BATCH_3016,EQUIP_292
BATCH_3017,EQUIP_147
BATCH_3018,EQUIP_67
BATCH_3019,EQUIP_161
BATCH_3020,EQUIP_260
BATCH_3021,EQUIP_22
BATCH_3022,EQUIP_126
BATCH_3023,EQUIP_54
BATCH_3024,EQUIP_205
BATCH_3025,EQUIP_237
BATCH_3026,EQUIP_240
BATCH_3027,EQUIP_239
BATCH_3028,EQUIP_56
BATCH_3029,EQUIP_103
BATCH_3030,EQUIP_176
BATCH_3031,EQUIP_244
BATCH_3032,EQUIP_280
BATCH_3033,EQUIP_110
BATCH_3034,EQUIP_195
BATCH_3035,EQUIP_243
BATCH_3036,EQUIP_12
BATCH_3037,EQUIP_139
BATCH_3038,EQUIP_73
BATCH_3039,EQUIP_153
BATCH_3040,EQUIP_215
BATCH_3041,EQUIP_133
BATCH_3042,EQUIP_220
BATCH_3043,EQUIP_102
BATCH_3044,EQUIP_275
BATCH_3045,EQUIP_224
BATCH_3046,EQUIP_6
BATCH_3047,EQUIP_297
BATCH_3048,EQUIP_163
BATCH_3049,EQUIP_76
BATCH_3050,EQUIP_209
BATCH_3051,EQUIP_231
BATCH_3052,EQUIP_297
BATCH_3053,EQUIP_97
BATCH_3054,EQUIP_86
BATCH_3055,EQUIP_108
BATCH_3056,EQUIP_296
BATCH_3057,EQUIP_187
BATCH_3058,EQUIP_258
BATCH_3059,EQUIP_234
BATCH_3060,EQUIP_278
BATCH_3061,EQUIP_172
BATCH_3062,EQUIP_192
BATCH_3063,EQUIP_278
BATCH_3064,EQUIP_224
BATCH_3065,EQUIP_51
BATCH_3066,EQUIP_9
BATCH_3067,EQUIP_279
BATCH_3068,EQUIP_298
BATCH_3069,EQUIP_216
BATCH_3070,EQUIP_283
BATCH_3071,EQUIP_241
BATCH_3072,EQUIP_238
BATCH_3073,EQUIP_203
BATCH_3074,EQUIP_260
BATCH_3075,EQUIP_136
BATCH_3076,EQUIP_3
BATCH_3077,EQUIP_14
BATCH_3078,EQUIP_266
BATCH_3079,EQUIP_172
BATCH_3080,EQUIP_124
BATCH_3081,EQUIP_202
BATCH_3082,EQUIP_296
BATCH_3083,EQUIP_200
BATCH_3084,EQUIP_163
BATCH_3085,EQUIP_51
BATCH_3086,EQUIP_296
BATCH_3087,EQUIP_134
BATCH_3088,EQUIP_166
BATCH_3089,EQUIP_224
BATCH_3090,EQUIP_79
BATCH_3091,EQUIP_41
BATCH_3092,EQUIP_67
BATCH_3093,EQUIP_184
BATCH_3094,EQUIP_114
BATCH_3095,EQUIP_126
BATCH_3096,EQUIP_194
BATCH_3097,EQUIP_141
BATCH_3098,EQUIP_297
BATCH_3099,EQUIP_63
BATCH_3100,EQUIP_93
BATCH_3101,EQUIP_186
BATCH_3102,EQUIP_252
BATCH_3103,EQUIP_250
BATCH_3104,EQUIP_215
BATCH_3105,EQUIP_231
BATCH_3106,EQUIP_6
BATCH_3107,EQUIP_17
BATCH_3108,EQUIP_248
BATCH_3109,EQUIP_82
BATCH_3110,EQUIP_63
BATCH_3111,EQUIP_12
BATCH_3112,EQUIP_111
BATCH_3113,EQUIP_112
BATCH_3114,EQUIP_43
BATCH_3115,EQUIP_138
BATCH_3116,EQUIP_48
BATCH_3117,EQUIP_151
BATCH_3118,EQUIP_224
BATCH_3119,EQUIP_129
BATCH_3120,EQUIP_144
BATCH_3121,EQUIP_160
BATCH_3122,EQUIP_250
BATCH_3123,EQUIP_140
BATCH_3124,EQUIP_197
BATCH_3125,EQUIP_192
BATCH_3126,EQUIP_231
BATCH_3127,EQUIP_130
BATCH_3128,EQUIP_272
BATCH_3129,EQUIP_93
BATCH_3130,EQUIP_96
BATCH_3131,EQUIP_191
BATCH_3132,EQUIP_63
BATCH_3133,EQUIP_169
BATCH_3134,EQUIP_165
BATCH_3135,EQUIP_198
BATCH_3136,EQUIP_112
BATCH_3137,EQUIP_39
BATCH_3138,EQUIP_223
BATCH_3139,EQUIP_26
BATCH_3140,EQUIP_141
BATCH_3141,EQUIP_88
BATCH_3142,EQUIP_122
BATCH_3143,EQUIP_295
BATCH_3144,EQUIP_207
BATCH_3145,EQUIP_21
BATCH_3146,EQUIP_241
BATCH_3147,EQUIP_141
BATCH_3148,EQUIP_41
BATCH_3149,EQUIP_25
BATCH_3150,EQUIP_233
BATCH_3151,EQUIP_63
BATCH_3152,EQUIP_53
BATCH_3153,EQUIP_6
BATCH_3154,EQUIP_224
BATCH_3155,EQUIP_189
BATCH_3156,EQUIP_27
BATCH_3157,EQUIP_156
BATCH_3158,EQUIP_195
BATCH_3159,EQUIP_71
BATCH_3160,EQUIP_164
BATCH_3161,EQUIP_212
BATCH_3162,EQUIP_268
BATCH_3163,EQUIP_251
BATCH_3164,EQUIP_248
BATCH_3165,EQUIP_152
BATCH_3166,EQUIP_125
BATCH_3167,EQUIP_106
BATCH_3168,EQUIP_254
BATCH_3169,EQUIP_111
BATCH_3170,EQUIP_54
BATCH_3171,EQUIP_271
BATCH_3172,EQUIP_160
BATCH_3173,EQUIP_259
BATCH_3174,EQUIP_187
BATCH_3175,EQUIP_263
BATCH_3176,EQUIP_36
BATCH_3177,EQUIP_158
BATCH_3178,EQUIP_76
BATCH_3179,EQUIP_124
BATCH_3180,EQUIP_15
BATCH_3181,EQUIP_181
BATCH_3182,EQUIP_44
BATCH_3183,EQUIP_204
BATCH_3184,EQUIP_28
BATCH_3185,EQUIP_26
BATCH_3186,EQUIP_217
BATCH_3187,EQUIP_91
BATCH_3188,EQUIP_253
BATCH_3189,EQUIP_26
BATCH_3190,EQUIP_113
BATCH_3191,EQUIP_295
BATCH_3192,EQUIP_52
BATCH_3193,EQUIP_208
BATCH_3194,EQUIP_138
BATCH_3195,EQUIP_105
BATCH_3196,EQUIP_148
BATCH_3197,EQUIP_258
BATCH_3198,EQUIP_157
BATCH_3199,EQUIP_162
BATCH_3200,EQUIP_171
BATCH_3201,EQUIP_7
BATCH_3202,EQUIP_11
BATCH_3203,EQUIP_88
BATCH_3204,EQUIP_181
BATCH_3205,EQUIP_251
BATCH_3206,EQUIP_24
BATCH_3207,EQUIP_149
BATCH_3208,EQUIP_86
BATCH_3209,EQUIP_52
BATCH_3210,EQUIP_252
BATCH_3211,EQUIP_132
BATCH_3212,EQUIP_235
BATCH_3213,EQUIP_171
BATCH_3214,EQUIP_248
BATCH_3215,EQUIP_11
BATCH_3216,EQUIP_73
BATCH_3217,EQUIP_296
BATCH_3218,EQUIP_185
BATCH_3219,EQUIP_194
BATCH_3220,EQUIP_279
BATCH_3221,EQUIP_270
BATCH_3222,EQUIP_179
BATCH_3223,EQUIP_214
BATCH_3224,EQUIP_22
BATCH_3225,EQUIP_63
BATCH_3226,EQUIP_178
BATCH_3227,EQUIP_256
BATCH_3228,EQUIP_77
BATCH_3229,EQUIP_84
BATCH_3230,EQUIP_151
BATCH_3231,EQUIP_145
BATCH_3232,EQUIP_251
BATCH_3233,EQUIP_1
BATCH_3234,EQUIP_146
BATCH_3235,EQUIP_288
BATCH_3236,EQUIP_74
BATCH_3237,EQUIP_42
BATCH_3238,EQUIP_182
BATCH_3239,EQUIP_217
BATCH_3240,EQUIP_155
BATCH_3241,EQUIP_224
BATCH_3242,EQUIP_72
BATCH_3243,EQUIP_70
BATCH_3244,EQUIP_157
BATCH_3245,EQUIP_237
BATCH_3246,EQUIP_224
BATCH_3247,EQUIP_161
BATCH_3248,EQUIP_240
BATCH_3249,EQUIP_211
BATCH_3250,EQUIP_14
BATCH_3251,EQUIP_72
BATCH_3252,EQUIP_298
BATCH_3253,EQUIP_279
BATCH_3254,EQUIP_28
BATCH_3255,EQUIP_4
BATCH_3256,EQUIP_236
BATCH_3257,EQUIP_139
BATCH_3258,EQUIP_50
BATCH_3259,EQUIP_170
BATCH_3260,EQUIP_300
BATCH_3261,EQUIP_28
BATCH_3262,EQUIP_288
BATCH_3263,EQUIP_80
BATCH_3264,EQUIP_4
BATCH_3265,EQUIP_103
BATCH_3266,EQUIP_62
BATCH_3267,EQUIP_54
BATCH_3268,EQUIP_228
BATCH_3269,EQUIP_154
BATCH_3270,EQUIP_121
BATCH_3271,EQUIP_225
BATCH_3272,EQUIP_222
BATCH_3273,EQUIP_73
BATCH_3274,EQUIP_88
BATCH_3275,EQUIP_103
BATCH_3276,EQUIP_52
BATCH_3277,EQUIP_141
BATCH_3278,EQUIP_55
BATCH_3279,EQUIP_76
BATCH_3280,EQUIP_289
BATCH_3281,EQUIP_18
BATCH_3282,EQUIP_228
BATCH_3283,EQUIP_240
BATCH_3284,EQUIP_5
BATCH_3285,EQUIP_258
BATCH_3286,EQUIP_269
BATCH_3287,EQUIP_78
BATCH_3288,EQUIP_174
BATCH_3289,EQUIP_72
BATCH_3290,EQUIP_202
BATCH_3291,EQUIP_242
BATCH_3292,EQUIP_260
BATCH_3293,EQUIP_67
BATCH_3294,EQUIP_298
BATCH_3295,EQUIP_207
BATCH_3296,EQUIP_82
BATCH_3297,EQUIP_256
BATCH_3298,EQUIP_119
BATCH_3299,EQUIP_54
BATCH_3300,EQUIP_197
BATCH_3301,EQUIP_32
BATCH_3302,EQUIP_38
BATCH_3303,EQUIP_16
BATCH_3304,EQUIP_231
BATCH_3305,EQUIP_294
BATCH_3306,EQUIP_252
BATCH_3307,EQUIP_104
BATCH_3308,EQUIP_271
BATCH_3309,EQUIP_13
BATCH_3310,EQUIP_18
BATCH_3311,EQUIP_185
BATCH_3312,EQUIP_37
BATCH_3313,EQUIP_271
BATCH_3314,EQUIP_293
BATCH_3315,EQUIP_183
BATCH_3316,EQUIP_35
BATCH_3317,EQUIP_37
BATCH_3318,EQUIP_265
BATCH_3319,EQUIP_119
BATCH_3320,EQUIP_12
BATCH_3321,EQUIP_129
BATCH_3322,EQUIP_81
BATCH_3323,EQUIP_295
BATCH_3324,EQUIP_257
BATCH_3325,EQUIP_280
BATCH_3326,EQUIP_135
BATCH_3327,EQUIP_216
BATCH_3328,EQUIP_31
BATCH_3329,EQUIP_169
BATCH_3330,EQUIP_32
BATCH_3331,EQUIP_289
BATCH_3332,EQUIP_19
BATCH_3333,EQUIP_42
BATCH_3334,EQUIP_67
BATCH_3335,EQUIP_19
BATCH_3336,EQUIP_180
BATCH_3337,EQUIP_117
BATCH_3338,EQUIP_101
BATCH_3339,EQUIP_10
BATCH_3340,EQUIP_194
BATCH_3341,EQUIP_219
BATCH_3342,EQUIP_61
BATCH_3343,EQUIP_189
BATCH_3344,EQUIP_30
BATCH_3345,EQUIP_6
BATCH_3346,EQUIP_275
BATCH_3347,EQUIP_8
BATCH_3348,EQUIP_30
BATCH_3349,EQUIP_93
BATCH_3350,EQUIP_126
BATCH_3351,EQUIP_246
BATCH_3352,EQUIP_40
BATCH_3353,EQUIP_183
BATCH_3354,EQUIP_155
BATCH_3355,EQUIP_150
BATCH_3356,EQUIP_137
BATCH_3357,EQUIP_54
BATCH_3358,EQUIP_249
BATCH_3359,EQUIP_71
BATCH_3360,EQUIP_284
BATCH_3361,EQUIP_73
BATCH_3362,EQUIP_233
BATCH_3363,EQUIP_18
BATCH_3364,EQUIP_154
BATCH_3365,EQUIP_197
BATCH_3366,EQUIP_197
BATCH_3367,EQUIP_195
BATCH_3368,EQUIP_27
BATCH_3369,EQUIP_179
BATCH_3370,EQUIP_173
BATCH_3371,EQUIP_111
BATCH_3372,EQUIP_223
BATCH_3373,EQUIP_30
BATCH_3374,EQUIP_148
BATCH_3375,EQUIP_294
BATCH_3376,EQUIP_134
BATCH_3377,EQUIP_122
BATCH_3378,EQUIP_141
BATCH_3379,EQUIP_152
BATCH_3380,EQUIP_141
BATCH_3381,EQUIP_7
BATCH_3382,EQUIP_165
BATCH_3383,EQUIP_228
BATCH_3384,EQUIP_239
BATCH_3385,EQUIP_285
BATCH_3386,EQUIP_41
BATCH_3387,EQUIP_33
BATCH_3388,EQUIP_142
BATCH_3389,EQUIP_90
BATCH_3390,EQUIP_120
BATCH_3391,EQUIP_260
BATCH_3392,EQUIP_22
BATCH_3393,EQUIP_133
BATCH_3394,EQUIP_181
BATCH_3395,EQUIP_121
BATCH_3396,EQUIP_228
BATCH_3397,EQUIP_105
BATCH_3398,EQUIP_213
BATCH_3399,EQUIP_145
BATCH_3400,EQUIP_185
BATCH_3401,EQUIP_192
BATCH_3402,EQUIP_83
BATCH_3403,EQUIP_77
BATCH_3404,EQUIP_109
BATCH_3405,EQUIP_261
BATCH_3406,EQUIP_111
BATCH_3407,EQUIP_77
BATCH_3408,EQUIP_41
BATCH_3409,EQUIP_115
BATCH_3410,EQUIP_281
BATCH_3411,EQUIP_63
BATCH_3412,EQUIP_242
BATCH_3413,EQUIP_163
BATCH_3414,EQUIP_151
BATCH_3415,EQUIP_186
BATCH_3416,EQUIP_60
