BatchID,MaterialID
BATCH_2401,MAT_66
BATCH_2402,MAT_2494
BATCH_2403,MAT_2756
BATCH_2404,MAT_3124
BATCH_2405,MAT_2207
BATCH_2406,MAT_2754
BATCH_2407,MAT_3390
BATCH_2408,MAT_3438
BATCH_2409,MAT_512
BATCH_2410,MAT_1821
BATCH_2411,MAT_3107
BATCH_2412,MAT_785
BATCH_2413,MAT_3312
BATCH_2414,MAT_3963
BATCH_2415,MAT_3705
BATCH_2416,MAT_30
BATCH_2417,MAT_455
BATCH_2418,MAT_699
BATCH_2419,MAT_2754
BATCH_2420,MAT_268
BATCH_2421,MAT_522
BATCH_2422,MAT_3609
BATCH_2423,MAT_786
BATCH_2424,MAT_2517
BATCH_2425,MAT_9
BATCH_2426,MAT_3498
BATCH_2427,MAT_1123
BATCH_2428,MAT_2030
BATCH_2429,MAT_3621
BATCH_2430,MAT_3762
BATCH_2431,MAT_22
BATCH_2432,MAT_3605
BATCH_2433,MAT_2825
BATCH_2434,MAT_807
BATCH_2435,MAT_2565
BATCH_2436,MAT_1770
BATCH_2437,MAT_3443
BATCH_2438,MAT_977
BATCH_2439,MAT_2129
BATCH_2440,MAT_3130
BATCH_2441,MAT_512
BATCH_2442,MAT_1546
BATCH_2443,MAT_3206
BATCH_2444,MAT_225
BATCH_2445,MAT_270
BATCH_2446,MAT_214
BATCH_2447,MAT_393
BATCH_2448,MAT_3542
BATCH_2449,MAT_1858
BATCH_2450,MAT_3605
BATCH_2451,MAT_2667
BATCH_2452,MAT_2119
BATCH_2453,MAT_421
BATCH_2454,MAT_2429
BATCH_2455,MAT_2611
BATCH_2456,MAT_1972
BATCH_2457,MAT_996
BATCH_2458,MAT_523
BATCH_2459,MAT_3932
BATCH_2460,MAT_2391
BATCH_2461,MAT_1924
BATCH_2462,MAT_1511
BATCH_2463,MAT_235
BATCH_2464,MAT_3518
BATCH_2465,MAT_4000
BATCH_2466,MAT_3217
BATCH_2467,MAT_2846
BATCH_2468,MAT_3490
BATCH_2469,MAT_2524
BATCH_2470,MAT_430
BATCH_2471,MAT_2032
BATCH_2472,MAT_2840
BATCH_2473,MAT_980
BATCH_2474,MAT_3307
BATCH_2475,MAT_755
BATCH_2476,MAT_1466
BATCH_2477,MAT_1191
BATCH_2478,MAT_3739
BATCH_2479,MAT_816
BATCH_2480,MAT_3627
BATCH_2481,MAT_3472
BATCH_2482,MAT_89
BATCH_2483,MAT_86
BATCH_2484,MAT_1387
BATCH_2485,MAT_1515
BATCH_2486,MAT_3273
BATCH_2487,MAT_486
BATCH_2488,MAT_3256
BATCH_2489,MAT_2845
BATCH_2490,MAT_2606
BATCH_2491,MAT_3500
BATCH_2492,MAT_1343
BATCH_2493,MAT_3576
BATCH_2494,MAT_3629
BATCH_2495,MAT_3214
BATCH_2496,MAT_686
BATCH_2497,MAT_1533
BATCH_2498,MAT_1319
BATCH_2499,MAT_2932
BATCH_2500,MAT_1643
BATCH_2501,MAT_2662
BATCH_2502,MAT_1852
BATCH_2503,MAT_1741
BATCH_2504,MAT_1043
BATCH_2505,MAT_1209
BATCH_2506,MAT_2392
BATCH_2507,MAT_1746
BATCH_2508,MAT_1506
BATCH_2509,MAT_102
BATCH_2510,MAT_2644
BATCH_2511,MAT_1207
BATCH_2512,MAT_3219
BATCH_2513,MAT_486
BATCH_2514,MAT_821
BATCH_2515,MAT_1025
BATCH_2516,MAT_781
BATCH_2517,MAT_3503
BATCH_2518,MAT_3738
BATCH_2519,MAT_1155
BATCH_2520,MAT_3875
BATCH_2521,MAT_1934
BATCH_2522,MAT_3545
BATCH_2523,MAT_1944
BATCH_2524,MAT_3104
BATCH_2525,MAT_1396
BATCH_2526,MAT_1757
BATCH_2527,MAT_859
BATCH_2528,MAT_124
BATCH_2529,MAT_1252
BATCH_2530,MAT_1392
BATCH_2531,MAT_3125
BATCH_2532,MAT_1336
BATCH_2533,MAT_3778
BATCH_2534,MAT_2328
BATCH_2535,MAT_3552
BATCH_2536,MAT_3886
BATCH_2537,MAT_772
BATCH_2538,MAT_3941
BATCH_2539,MAT_382
BATCH_2540,MAT_728
BATCH_2541,MAT_110
BATCH_2542,MAT_1163
BATCH_2543,MAT_287
BATCH_2544,MAT_46
BATCH_2545,MAT_1602
BATCH_2546,MAT_2198
BATCH_2547,MAT_1594
BATCH_2548,MAT_1269
BATCH_2549,MAT_651
BATCH_2550,MAT_2407
BATCH_2551,MAT_1129
BATCH_2552,MAT_1826
BATCH_2553,MAT_2154
BATCH_2554,MAT_1885
BATCH_2555,MAT_1180
BATCH_2556,MAT_1421
BATCH_2557,MAT_1602
BATCH_2558,MAT_1701
BATCH_2559,MAT_1876
BATCH_2560,MAT_2862
BATCH_2561,MAT_982
BATCH_2562,MAT_1196
BATCH_2563,MAT_3723
BATCH_2564,MAT_497
BATCH_2565,MAT_2067
BATCH_2566,MAT_1848
BATCH_2567,MAT_183
BATCH_2568,MAT_1562
BATCH_2569,MAT_1625
BATCH_2570,MAT_2905
BATCH_2571,MAT_1986
BATCH_2572,MAT_2692
BATCH_2573,MAT_575
BATCH_2574,MAT_699
BATCH_2575,MAT_1205
BATCH_2576,MAT_690
BATCH_2577,MAT_2775
BATCH_2578,MAT_729
BATCH_2579,MAT_886
BATCH_2580,MAT_2626
BATCH_2581,MAT_1600
BATCH_2582,MAT_2451
BATCH_2583,MAT_3143
BATCH_2584,MAT_3723
BATCH_2585,MAT_1728
BATCH_2586,MAT_3361
BATCH_2587,MAT_904
BATCH_2588,MAT_2966
BATCH_2589,MAT_442
BATCH_2590,MAT_2559
BATCH_2591,MAT_3846
BATCH_2592,MAT_434
BATCH_2593,MAT_1648
BATCH_2594,MAT_872
BATCH_2595,MAT_2663
BATCH_2596,MAT_3627
BATCH_2597,MAT_418
BATCH_2598,MAT_703
BATCH_2599,MAT_2585
BATCH_2600,MAT_1361
BATCH_2601,MAT_3488
BATCH_2602,MAT_73
BATCH_2603,MAT_1567
BATCH_2604,MAT_2063
BATCH_2605,MAT_953
BATCH_2606,MAT_1266
BATCH_2607,MAT_2539
BATCH_2608,MAT_2043
BATCH_2609,MAT_838
BATCH_2610,MAT_3028
BATCH_2611,MAT_2637
BATCH_2612,MAT_2655
BATCH_2613,MAT_3470
BATCH_2614,MAT_844
BATCH_2615,MAT_3283
BATCH_2616,MAT_2491
BATCH_2617,MAT_1812
BATCH_2618,MAT_287
BATCH_2619,MAT_3844
BATCH_2620,MAT_2428
BATCH_2621,MAT_968
BATCH_2622,MAT_1276
BATCH_2623,MAT_1737
BATCH_2624,MAT_1169
BATCH_2625,MAT_1114
BATCH_2626,MAT_1632
BATCH_2627,MAT_1732
BATCH_2628,MAT_3115
BATCH_2629,MAT_82
BATCH_2630,MAT_3109
BATCH_2631,MAT_2265
BATCH_2632,MAT_1900
BATCH_2633,MAT_2303
BATCH_2634,MAT_560
BATCH_2635,MAT_3753
BATCH_2636,MAT_2992
BATCH_2637,MAT_3792
BATCH_2638,MAT_1574
BATCH_2639,MAT_1675
BATCH_2640,MAT_1577
BATCH_2641,MAT_3921
BATCH_2642,MAT_2088
BATCH_2643,MAT_2853
BATCH_2644,MAT_3014
BATCH_2645,MAT_3775
BATCH_2646,MAT_2857
BATCH_2647,MAT_2480
BATCH_2648,MAT_1042
BATCH_2649,MAT_51
BATCH_2650,MAT_1629
BATCH_2651,MAT_2124
BATCH_2652,MAT_3399
BATCH_2653,MAT_2051
BATCH_2654,MAT_2401
BATCH_2655,MAT_448
BATCH_2656,MAT_3336
BATCH_2657,MAT_3810
BATCH_2658,MAT_27
BATCH_2659,MAT_397
BATCH_2660,MAT_2151
BATCH_2661,MAT_699
BATCH_2662,MAT_812
BATCH_2663,MAT_1846
BATCH_2664,MAT_824
BATCH_2665,MAT_1063
BATCH_2666,MAT_3557
BATCH_2667,MAT_352
BATCH_2668,MAT_1402
BATCH_2669,MAT_1988
BATCH_2670,MAT_251
BATCH_2671,MAT_2726
BATCH_2672,MAT_397
BATCH_2673,MAT_1539
BATCH_2674,MAT_3818
BATCH_2675,MAT_2476
BATCH_2676,MAT_1292
BATCH_2677,MAT_1551
BATCH_2678,MAT_3577
BATCH_2679,MAT_1872
BATCH_2680,MAT_106
BATCH_2681,MAT_1145
BATCH_2682,MAT_1510
BATCH_2683,MAT_2110
BATCH_2684,MAT_2614
BATCH_2685,MAT_3578
BATCH_2686,MAT_2777
BATCH_2687,MAT_1640
BATCH_2688,MAT_1427
BATCH_2689,MAT_2697
BATCH_2690,MAT_1204
BATCH_2691,MAT_3563
BATCH_2692,MAT_131
BATCH_2693,MAT_1235
BATCH_2694,MAT_689
BATCH_2695,MAT_2715
BATCH_2696,MAT_699
BATCH_2697,MAT_433
BATCH_2698,MAT_657
BATCH_2699,MAT_903
BATCH_2700,MAT_3898
BATCH_2701,MAT_3780
BATCH_2702,MAT_371
BATCH_2703,MAT_3817
BATCH_2704,MAT_2638
BATCH_2705,MAT_2679
BATCH_2706,MAT_3312
BATCH_2707,MAT_1192
BATCH_2708,MAT_3034
BATCH_2709,MAT_2347
BATCH_2710,MAT_3908
BATCH_2711,MAT_1274
BATCH_2712,MAT_3470
BATCH_2713,MAT_3160
BATCH_2714,MAT_2129
BATCH_2715,MAT_437
BATCH_2716,MAT_1295
BATCH_2717,MAT_3430
BATCH_2718,MAT_604
BATCH_2719,MAT_2454
BATCH_2720,MAT_1121
BATCH_2721,MAT_2028
BATCH_2722,MAT_241
BATCH_2723,MAT_3474
BATCH_2724,MAT_2869
BATCH_2725,MAT_3510
BATCH_2726,MAT_3339
BATCH_2727,MAT_89
BATCH_2728,MAT_2777
BATCH_2729,MAT_1602
BATCH_2730,MAT_1157
BATCH_2731,MAT_1613
BATCH_2732,MAT_3547
BATCH_2733,MAT_1875
BATCH_2734,MAT_1810
BATCH_2735,MAT_860
BATCH_2736,MAT_3012
BATCH_2737,MAT_418
BATCH_2738,MAT_1543
BATCH_2739,MAT_3793
BATCH_2740,MAT_736
BATCH_2741,MAT_2663
BATCH_2742,MAT_2569
BATCH_2743,MAT_487
BATCH_2744,MAT_2818
BATCH_2745,MAT_3178
BATCH_2746,MAT_3186
BATCH_2747,MAT_1128
BATCH_2748,MAT_48
BATCH_2749,MAT_2004
BATCH_2750,MAT_922
BATCH_2751,MAT_1965
BATCH_2752,MAT_3254
BATCH_2753,MAT_2641
BATCH_2754,MAT_513
BATCH_2755,MAT_758
BATCH_2756,MAT_1613
BATCH_2757,MAT_2002
BATCH_2758,MAT_2208
BATCH_2759,MAT_3087
BATCH_2760,MAT_741
BATCH_2761,MAT_2273
BATCH_2762,MAT_161
BATCH_2763,MAT_360
BATCH_2764,MAT_347
BATCH_2765,MAT_3958
BATCH_2766,MAT_1018
BATCH_2767,MAT_3706
BATCH_2768,MAT_573
BATCH_2769,MAT_2141
BATCH_2770,MAT_860
BATCH_2771,MAT_972
BATCH_2772,MAT_3507
BATCH_2773,MAT_885
BATCH_2774,MAT_2987
BATCH_2775,MAT_1045
BATCH_2776,MAT_1639
BATCH_2777,MAT_2772
BATCH_2778,MAT_2196
BATCH_2779,MAT_2594
BATCH_2780,MAT_2309
BATCH_2781,MAT_2478
BATCH_2782,MAT_1296
BATCH_2783,MAT_318
BATCH_2784,MAT_2802
BATCH_2785,MAT_2623
BATCH_2786,MAT_3187
BATCH_2787,MAT_1121
BATCH_2788,MAT_1551
BATCH_2789,MAT_720
BATCH_2790,MAT_2412
BATCH_2791,MAT_2870
BATCH_2792,MAT_1111
BATCH_2793,MAT_700
BATCH_2794,MAT_741
BATCH_2795,MAT_2260
BATCH_2796,MAT_1954
BATCH_2797,MAT_2813
BATCH_2798,MAT_585
BATCH_2799,MAT_217
BATCH_2800,MAT_2898
BATCH_2801,MAT_2895
BATCH_2802,MAT_3271
BATCH_2803,MAT_3902
BATCH_2804,MAT_1251
BATCH_2805,MAT_1666
BATCH_2806,MAT_2600
BATCH_2807,MAT_3871
BATCH_2808,MAT_347
BATCH_2809,MAT_3311
BATCH_2810,MAT_2774
BATCH_2811,MAT_1965
BATCH_2812,MAT_2859
BATCH_2813,MAT_3731
BATCH_2814,MAT_2878
BATCH_2815,MAT_3027
BATCH_2816,MAT_2802
BATCH_2817,MAT_3952
BATCH_2818,MAT_3702
BATCH_2819,MAT_3439
BATCH_2820,MAT_1732
BATCH_2821,MAT_3973
BATCH_2822,MAT_3407
BATCH_2823,MAT_1189
BATCH_2824,MAT_873
BATCH_2825,MAT_1613
BATCH_2826,MAT_3383
BATCH_2827,MAT_236
BATCH_2828,MAT_1346
BATCH_2829,MAT_1433
BATCH_2830,MAT_37
BATCH_2831,MAT_348
BATCH_2832,MAT_1683
BATCH_2833,MAT_638
BATCH_2834,MAT_1928
BATCH_2835,MAT_1755
BATCH_2836,MAT_446
BATCH_2837,MAT_663
BATCH_2838,MAT_24
BATCH_2839,MAT_454
BATCH_2840,MAT_1617
BATCH_2841,MAT_657
BATCH_2842,MAT_3931
BATCH_2843,MAT_1725
BATCH_2844,MAT_1331
BATCH_2845,MAT_2056
BATCH_2846,MAT_539
BATCH_2847,MAT_517
BATCH_2848,MAT_3144
BATCH_2849,MAT_1760
BATCH_2850,MAT_1967
BATCH_2851,MAT_3117
BATCH_2852,MAT_2988
BATCH_2853,MAT_3141
BATCH_2854,MAT_2730
BATCH_2855,MAT_2872
BATCH_2856,MAT_773
BATCH_2857,MAT_940
BATCH_2858,MAT_1122
BATCH_2859,MAT_73
BATCH_2860,MAT_1558
BATCH_2861,MAT_909
BATCH_2862,MAT_2089
BATCH_2863,MAT_451
BATCH_2864,MAT_2915
BATCH_2865,MAT_745
BATCH_2866,MAT_869
BATCH_2867,MAT_1765
BATCH_2868,MAT_1490
BATCH_2869,MAT_2741
BATCH_2870,MAT_1357
BATCH_2871,MAT_3044
BATCH_2872,MAT_976
BATCH_2873,MAT_1574
BATCH_2874,MAT_2579
BATCH_2875,MAT_2403
BATCH_2876,MAT_2887
BATCH_2877,MAT_3858
BATCH_2878,MAT_2972
BATCH_2879,MAT_2186
BATCH_2880,MAT_786
BATCH_2881,MAT_3652
BATCH_2882,MAT_3995
BATCH_2883,MAT_2580
BATCH_2884,MAT_278
BATCH_2885,MAT_3240
BATCH_2886,MAT_2854
BATCH_2887,MAT_250
BATCH_2888,MAT_2028
BATCH_2889,MAT_3980
BATCH_2890,MAT_1574
BATCH_2891,MAT_2488
BATCH_2892,MAT_656
BATCH_2893,MAT_3602
BATCH_2894,MAT_1061
BATCH_2895,MAT_2902
BATCH_2896,MAT_918
BATCH_2897,MAT_161
BATCH_2898,MAT_3799
BATCH_2899,MAT_2632
BATCH_2900,MAT_2190
BATCH_2901,MAT_2592
BATCH_2902,MAT_341
BATCH_2903,MAT_2958
BATCH_2904,MAT_1330
BATCH_2905,MAT_3375
BATCH_2906,MAT_724
BATCH_2907,MAT_2693
BATCH_2908,MAT_436
BATCH_2909,MAT_3874
BATCH_2910,MAT_845
BATCH_2911,MAT_836
BATCH_2912,MAT_638
BATCH_2913,MAT_1510
BATCH_2914,MAT_2032
BATCH_2915,MAT_774
BATCH_2916,MAT_2653
BATCH_2917,MAT_3626
BATCH_2918,MAT_285
BATCH_2919,MAT_1864
BATCH_2920,MAT_2967
BATCH_2921,MAT_2472
BATCH_2922,MAT_451
BATCH_2923,MAT_542
BATCH_2924,MAT_585
BATCH_2925,MAT_3923
BATCH_2926,MAT_3493
BATCH_2927,MAT_1968
BATCH_2928,MAT_3341
BATCH_2929,MAT_633
BATCH_2930,MAT_2571
BATCH_2931,MAT_422
BATCH_2932,MAT_3631
BATCH_2933,MAT_99
BATCH_2934,MAT_1448
BATCH_2935,MAT_2813
BATCH_2936,MAT_2015
BATCH_2937,MAT_417
BATCH_2938,MAT_485
BATCH_2939,MAT_3669
BATCH_2940,MAT_1756
BATCH_2941,MAT_2783
BATCH_2942,MAT_2560
BATCH_2943,MAT_1111
BATCH_2944,MAT_3321
BATCH_2945,MAT_3530
BATCH_2946,MAT_1312
BATCH_2947,MAT_3337
BATCH_2948,MAT_3931
BATCH_2949,MAT_1324
BATCH_2950,MAT_1445
BATCH_2951,MAT_2841
BATCH_2952,MAT_567
BATCH_2953,MAT_1715
BATCH_2954,MAT_2018
BATCH_2955,MAT_1576
BATCH_2956,MAT_2159
BATCH_2957,MAT_2880
BATCH_2958,MAT_833
BATCH_2959,MAT_3923
BATCH_2960,MAT_3733
BATCH_2961,MAT_1208
BATCH_2962,MAT_3981
BATCH_2963,MAT_229
BATCH_2964,MAT_1547
BATCH_2965,MAT_1523
BATCH_2966,MAT_303
BATCH_2967,MAT_124
BATCH_2968,MAT_1004
BATCH_2969,MAT_614
BATCH_2970,MAT_3065
BATCH_2971,MAT_1926
BATCH_2972,MAT_3201
BATCH_2973,MAT_456
BATCH_2974,MAT_2475
BATCH_2975,MAT_45
BATCH_2976,MAT_2270
BATCH_2977,MAT_2056
BATCH_2978,MAT_3816
BATCH_2979,MAT_2137
BATCH_2980,MAT_3044
BATCH_2981,MAT_897
BATCH_2982,MAT_2479
BATCH_2983,MAT_1956
BATCH_2984,MAT_3389
BATCH_2985,MAT_2649
BATCH_2986,MAT_428
BATCH_2987,MAT_115
BATCH_2988,MAT_437
BATCH_2989,MAT_3099
BATCH_2990,MAT_2615
BATCH_2991,MAT_2336
BATCH_2992,MAT_188
BATCH_2993,MAT_35
BATCH_2994,MAT_2049
BATCH_2995,MAT_2973
BATCH_2996,MAT_1358
BATCH_2997,MAT_414
BATCH_2998,MAT_98
BATCH_2999,MAT_2402
BATCH_3000,MAT_2796
BATCH_3001,MAT_3903
BATCH_3002,MAT_3308
BATCH_3003,MAT_3948
BATCH_3004,MAT_3811
BATCH_3005,MAT_1389
BATCH_3006,MAT_164
BATCH_3007,MAT_980
BATCH_3008,MAT_3925
BATCH_3009,MAT_399
BATCH_3010,MAT_2242
BATCH_3011,MAT_1285
BATCH_3012,MAT_280
BATCH_3013,MAT_366
BATCH_3014,MAT_1057
BATCH_3015,MAT_2664
BATCH_3016,MAT_2000
BATCH_3017,MAT_1643
BATCH_3018,MAT_1806
BATCH_3019,MAT_1531
BATCH_3020,MAT_1844
BATCH_3021,MAT_2543
BATCH_3022,MAT_2867
BATCH_3023,MAT_1191
BATCH_3024,MAT_3498
BATCH_3025,MAT_2741
BATCH_3026,MAT_2632
BATCH_3027,MAT_447
BATCH_3028,MAT_3758
BATCH_3029,MAT_1645
BATCH_3030,MAT_2476
BATCH_3031,MAT_469
BATCH_3032,MAT_638
BATCH_3033,MAT_1312
BATCH_3034,MAT_256
BATCH_3035,MAT_875
BATCH_3036,MAT_3903
BATCH_3037,MAT_1033
BATCH_3038,MAT_284
BATCH_3039,MAT_3579
BATCH_3040,MAT_2150
BATCH_3041,MAT_754
BATCH_3042,MAT_1401
BATCH_3043,MAT_1431
BATCH_3044,MAT_2822
BATCH_3045,MAT_1453
BATCH_3046,MAT_2298
BATCH_3047,MAT_2526
BATCH_3048,MAT_59
BATCH_3049,MAT_2046
BATCH_3050,MAT_1077
BATCH_3051,MAT_3864
BATCH_3052,MAT_400
BATCH_3053,MAT_1722
BATCH_3054,MAT_2462
BATCH_3055,MAT_3901
BATCH_3056,MAT_3913
BATCH_3057,MAT_67
BATCH_3058,MAT_3355
BATCH_3059,MAT_1696
BATCH_3060,MAT_1745
BATCH_3061,MAT_465
BATCH_3062,MAT_725
BATCH_3063,MAT_1786
BATCH_3064,MAT_2598
BATCH_3065,MAT_359
BATCH_3066,MAT_2525
BATCH_3067,MAT_409
BATCH_3068,MAT_3301
BATCH_3069,MAT_868
BATCH_3070,MAT_1561
BATCH_3071,MAT_3894
BATCH_3072,MAT_1692
BATCH_3073,MAT_32
BATCH_3074,MAT_1162
BATCH_3075,MAT_1260
BATCH_3076,MAT_3688
BATCH_3077,MAT_629
BATCH_3078,MAT_3359
BATCH_3079,MAT_699
BATCH_3080,MAT_2277
BATCH_3081,MAT_3394
BATCH_3082,MAT_1758
BATCH_3083,MAT_2983
BATCH_3084,MAT_2119
BATCH_3085,MAT_2909
BATCH_3086,MAT_3213
BATCH_3087,MAT_3430
BATCH_3088,MAT_835
BATCH_3089,MAT_48
BATCH_3090,MAT_114
BATCH_3091,MAT_2343
BATCH_3092,MAT_1859
BATCH_3093,MAT_765
BATCH_3094,MAT_1217
BATCH_3095,MAT_2975
BATCH_3096,MAT_3156
BATCH_3097,MAT_340
BATCH_3098,MAT_3551
BATCH_3099,MAT_439
BATCH_3100,MAT_381
BATCH_3101,MAT_3739
BATCH_3102,MAT_3259
BATCH_3103,MAT_3929
BATCH_3104,MAT_1538
BATCH_3105,MAT_3312
BATCH_3106,MAT_3702
BATCH_3107,MAT_481
BATCH_3108,MAT_2515
BATCH_3109,MAT_2138
BATCH_3110,MAT_790
BATCH_3111,MAT_2122
BATCH_3112,MAT_3551
BATCH_3113,MAT_121
BATCH_3114,MAT_2981
BATCH_3115,MAT_1121
BATCH_3116,MAT_1428
BATCH_3117,MAT_1914
BATCH_3118,MAT_2100
BATCH_3119,MAT_709
BATCH_3120,MAT_3940
BATCH_3121,MAT_679
BATCH_3122,MAT_1776
BATCH_3123,MAT_3342
BATCH_3124,MAT_1759
BATCH_3125,MAT_3678
BATCH_3126,MAT_686
BATCH_3127,MAT_2404
BATCH_3128,MAT_1443
BATCH_3129,MAT_3314
BATCH_3130,MAT_1466
BATCH_3131,MAT_1524
BATCH_3132,MAT_40
BATCH_3133,MAT_876
BATCH_3134,MAT_3682
BATCH_3135,MAT_1162
BATCH_3136,MAT_422
BATCH_3137,MAT_2351
BATCH_3138,MAT_1302
BATCH_3139,MAT_3288
BATCH_3140,MAT_1726
BATCH_3141,MAT_2464
BATCH_3142,MAT_2361
BATCH_3143,MAT_20
BATCH_3144,MAT_152
BATCH_3145,MAT_1382
BATCH_3146,MAT_390
BATCH_3147,MAT_1300
BATCH_3148,MAT_2280
BATCH_3149,MAT_1612
BATCH_3150,MAT_2021
BATCH_3151,MAT_3454
BATCH_3152,MAT_120
BATCH_3153,MAT_569
BATCH_3154,MAT_928
BATCH_3155,MAT_3343
BATCH_3156,MAT_1064
BATCH_3157,MAT_308
BATCH_3158,MAT_1106
BATCH_3159,MAT_2390
BATCH_3160,MAT_3531
BATCH_3161,MAT_2609
BATCH_3162,MAT_2162
BATCH_3163,MAT_4000
BATCH_3164,MAT_926
BATCH_3165,MAT_2914
BATCH_3166,MAT_2702
BATCH_3167,MAT_2847
BATCH_3168,MAT_247
BATCH_3169,MAT_1918
BATCH_3170,MAT_1395
BATCH_3171,MAT_2106
BATCH_3172,MAT_2903
BATCH_3173,MAT_433
BATCH_3174,MAT_1580
BATCH_3175,MAT_832
BATCH_3176,MAT_1139
BATCH_3177,MAT_3898
BATCH_3178,MAT_1889
BATCH_3179,MAT_68
BATCH_3180,MAT_1951
BATCH_3181,MAT_1088
BATCH_3182,MAT_1452
BATCH_3183,MAT_2057
BATCH_3184,MAT_1808
BATCH_3185,MAT_2657
BATCH_3186,MAT_795
BATCH_3187,MAT_2434
BATCH_3188,MAT_2125
BATCH_3189,MAT_2648
BATCH_3190,MAT_472
BATCH_3191,MAT_1091
BATCH_3192,MAT_1129
BATCH_3193,MAT_1606
BATCH_3194,MAT_2029
BATCH_3195,MAT_1424
BATCH_3196,MAT_3006
BATCH_3197,MAT_3719
BATCH_3198,MAT_3493
BATCH_3199,MAT_2792
BATCH_3200,MAT_3686
BATCH_3201,MAT_2729
BATCH_3202,MAT_728
BATCH_3203,MAT_2783
BATCH_3204,MAT_3972
BATCH_3205,MAT_3577
BATCH_3206,MAT_3355
BATCH_3207,MAT_3422
BATCH_3208,MAT_3093
BATCH_3209,MAT_1248
BATCH_3210,MAT_3010
BATCH_3211,MAT_2718
BATCH_3212,MAT_56
BATCH_3213,MAT_3652
BATCH_3214,MAT_462
BATCH_3215,MAT_606
BATCH_3216,MAT_1464
BATCH_3217,MAT_3036
BATCH_3218,MAT_846
BATCH_3219,MAT_2617
BATCH_3220,MAT_3684
BATCH_3221,MAT_717
BATCH_3222,MAT_3638
BATCH_3223,MAT_3872
BATCH_3224,MAT_2374
BATCH_3225,MAT_1776
BATCH_3226,MAT_1182
BATCH_3227,MAT_3798
BATCH_3228,MAT_2143
BATCH_3229,MAT_1244
BATCH_3230,MAT_64
BATCH_3231,MAT_3382
BATCH_3232,MAT_1253
BATCH_3233,MAT_205
BATCH_3234,MAT_3217
BATCH_3235,MAT_636
BATCH_3236,MAT_3003
BATCH_3237,MAT_1192
BATCH_3238,MAT_1019
BATCH_3239,MAT_1635
BATCH_3240,MAT_2446
BATCH_3241,MAT_2781
BATCH_3242,MAT_2799
BATCH_3243,MAT_1706
BATCH_3244,MAT_351
BATCH_3245,MAT_2236
BATCH_3246,MAT_394
BATCH_3247,MAT_2064
BATCH_3248,MAT_1451
BATCH_3249,MAT_1890
BATCH_3250,MAT_3922
BATCH_3251,MAT_2520
BATCH_3252,MAT_2098
BATCH_3253,MAT_3687
BATCH_3254,MAT_3094
BATCH_3255,MAT_1896
BATCH_3256,MAT_3438
BATCH_3257,MAT_3400
BATCH_3258,MAT_3367
BATCH_3259,MAT_3541
BATCH_3260,MAT_2763
BATCH_3261,MAT_2874
BATCH_3262,MAT_3033
BATCH_3263,MAT_1233
BATCH_3264,MAT_3300
BATCH_3265,MAT_470
BATCH_3266,MAT_2130
BATCH_3267,MAT_1941
BATCH_3268,MAT_1601
BATCH_3269,MAT_1658
BATCH_3270,MAT_3448
BATCH_3271,MAT_3520
BATCH_3272,MAT_600
BATCH_3273,MAT_3353
BATCH_3274,MAT_2096
BATCH_3275,MAT_1951
BATCH_3276,MAT_3929
BATCH_3277,MAT_1603
BATCH_3278,MAT_1901
BATCH_3279,MAT_115
BATCH_3280,MAT_1596
BATCH_3281,MAT_2643
BATCH_3282,MAT_175
BATCH_3283,MAT_3615
BATCH_3284,MAT_649
BATCH_3285,MAT_864
BATCH_3286,MAT_1600
BATCH_3287,MAT_1442
BATCH_3288,MAT_1883
BATCH_3289,MAT_1141
BATCH_3290,MAT_280
BATCH_3291,MAT_2482
BATCH_3292,MAT_3177
BATCH_3293,MAT_2859
BATCH_3294,MAT_1426
BATCH_3295,MAT_277
BATCH_3296,MAT_950
BATCH_3297,MAT_3827
BATCH_3298,MAT_3162
BATCH_3299,MAT_3686
BATCH_3300,MAT_3096
BATCH_3301,MAT_2507
BATCH_3302,MAT_1809
BATCH_3303,MAT_3783
BATCH_3304,MAT_1547
BATCH_3305,MAT_2280
BATCH_3306,MAT_1793
BATCH_3307,MAT_3040
BATCH_3308,MAT_3313
BATCH_3309,MAT_2577
BATCH_3310,MAT_3318
BATCH_3311,MAT_3172
BATCH_3312,MAT_1396
BATCH_3313,MAT_2033
BATCH_3314,MAT_3390
BATCH_3315,MAT_2534
BATCH_3316,MAT_1798
BATCH_3317,MAT_2332
BATCH_3318,MAT_1222
BATCH_3319,MAT_211
BATCH_3320,MAT_918
BATCH_3321,MAT_1600
BATCH_3322,MAT_3966
BATCH_3323,MAT_989
BATCH_3324,MAT_1279
BATCH_3325,MAT_2858
BATCH_3326,MAT_2676
BATCH_3327,MAT_1069
BATCH_3328,MAT_571
BATCH_3329,MAT_3786
BATCH_3330,MAT_966
BATCH_3331,MAT_3705
BATCH_3332,MAT_1417
BATCH_3333,MAT_3636
BATCH_3334,MAT_1109
BATCH_3335,MAT_2035
BATCH_3336,MAT_1768
BATCH_3337,MAT_88
BATCH_3338,MAT_2189
BATCH_3339,MAT_2264
BATCH_3340,MAT_2849
BATCH_3341,MAT_2251
BATCH_3342,MAT_3675
BATCH_3343,MAT_1441
BATCH_3344,MAT_976
BATCH_3345,MAT_931
BATCH_3346,MAT_2327
BATCH_3347,MAT_3577
BATCH_3348,MAT_314
BATCH_3349,MAT_1158
