BatchID,StartTime,EndTime
BATCH_1327,2023-04-21T12:00:00,2023-04-21T14:00:00
BATCH_1328,2023-04-21T14:00:00,2023-04-21T16:00:00
BATCH_1329,2023-04-21T16:00:00,2023-04-21T18:00:00
BATCH_1330,2023-04-21T18:00:00,2023-04-21T20:00:00
BATCH_1331,2023-04-21T20:00:00,2023-04-21T22:00:00
BATCH_1332,2023-04-21T22:00:00,2023-04-22T00:00:00
BATCH_1333,2023-04-22T00:00:00,2023-04-22T02:00:00
BATCH_1334,2023-04-22T02:00:00,2023-04-22T04:00:00
BATCH_1335,2023-04-22T04:00:00,2023-04-22T06:00:00
BATCH_1336,2023-04-22T06:00:00,2023-04-22T08:00:00
BATCH_1337,2023-04-22T08:00:00,2023-04-22T10:00:00
BATCH_1338,2023-04-22T10:00:00,2023-04-22T12:00:00
BATCH_1339,2023-04-22T12:00:00,2023-04-22T14:00:00
BATCH_1340,2023-04-22T14:00:00,2023-04-22T16:00:00
BATCH_1341,2023-04-22T16:00:00,2023-04-22T18:00:00
BATCH_1342,2023-04-22T18:00:00,2023-04-22T20:00:00
BATCH_1343,2023-04-22T20:00:00,2023-04-22T22:00:00
BATCH_1344,2023-04-22T22:00:00,2023-04-23T00:00:00
BATCH_1345,2023-04-23T00:00:00,2023-04-23T02:00:00
BATCH_1346,2023-04-23T02:00:00,2023-04-23T04:00:00
BATCH_1347,2023-04-23T04:00:00,2023-04-23T06:00:00
BATCH_1348,2023-04-23T06:00:00,2023-04-23T08:00:00
BATCH_1349,2023-04-23T08:00:00,2023-04-23T10:00:00
BATCH_1350,2023-04-23T10:00:00,2023-04-23T12:00:00
BATCH_1351,2023-04-23T12:00:00,2023-04-23T14:00:00
BATCH_1352,2023-04-23T14:00:00,2023-04-23T16:00:00
BATCH_1353,2023-04-23T16:00:00,2023-04-23T18:00:00
BATCH_1354,2023-04-23T18:00:00,2023-04-23T20:00:00
BATCH_1355,2023-04-23T20:00:00,2023-04-23T22:00:00
BATCH_1356,2023-04-23T22:00:00,2023-04-24T00:00:00
BATCH_1357,2023-04-24T00:00:00,2023-04-24T02:00:00
BATCH_1358,2023-04-24T02:00:00,2023-04-24T04:00:00
BATCH_1359,2023-04-24T04:00:00,2023-04-24T06:00:00
BATCH_1360,2023-04-24T06:00:00,2023-04-24T08:00:00
BATCH_1361,2023-04-24T08:00:00,2023-04-24T10:00:00
BATCH_1362,2023-04-24T10:00:00,2023-04-24T12:00:00
BATCH_1363,2023-04-24T12:00:00,2023-04-24T14:00:00
BATCH_1364,2023-04-24T14:00:00,2023-04-24T16:00:00
BATCH_1365,2023-04-24T16:00:00,2023-04-24T18:00:00
BATCH_1366,2023-04-24T18:00:00,2023-04-24T20:00:00
BATCH_1367,2023-04-24T20:00:00,2023-04-24T22:00:00
BATCH_1368,2023-04-24T22:00:00,2023-04-25T00:00:00
BATCH_1369,2023-04-25T00:00:00,2023-04-25T02:00:00
BATCH_1370,2023-04-25T02:00:00,2023-04-25T04:00:00
BATCH_1371,2023-04-25T04:00:00,2023-04-25T06:00:00
BATCH_1372,2023-04-25T06:00:00,2023-04-25T08:00:00
BATCH_1373,2023-04-25T08:00:00,2023-04-25T10:00:00
BATCH_1374,2023-04-25T10:00:00,2023-04-25T12:00:00
BATCH_1375,2023-04-25T12:00:00,2023-04-25T14:00:00
BATCH_1376,2023-04-25T14:00:00,2023-04-25T16:00:00
BATCH_1377,2023-04-25T16:00:00,2023-04-25T18:00:00
BATCH_1378,2023-04-25T18:00:00,2023-04-25T20:00:00
BATCH_1379,2023-04-25T20:00:00,2023-04-25T22:00:00
BATCH_1380,2023-04-25T22:00:00,2023-04-26T00:00:00
BATCH_1381,2023-04-26T00:00:00,2023-04-26T02:00:00
BATCH_1382,2023-04-26T02:00:00,2023-04-26T04:00:00
BATCH_1383,2023-04-26T04:00:00,2023-04-26T06:00:00
BATCH_1384,2023-04-26T06:00:00,2023-04-26T08:00:00
BATCH_1385,2023-04-26T08:00:00,2023-04-26T10:00:00
BATCH_1386,2023-04-26T10:00:00,2023-04-26T12:00:00
BATCH_1387,2023-04-26T12:00:00,2023-04-26T14:00:00
BATCH_1388,2023-04-26T14:00:00,2023-04-26T16:00:00
BATCH_1389,2023-04-26T16:00:00,2023-04-26T18:00:00
BATCH_1390,2023-04-26T18:00:00,2023-04-26T20:00:00
BATCH_1391,2023-04-26T20:00:00,2023-04-26T22:00:00
BATCH_1392,2023-04-26T22:00:00,2023-04-27T00:00:00
BATCH_1393,2023-04-27T00:00:00,2023-04-27T02:00:00
BATCH_1394,2023-04-27T02:00:00,2023-04-27T04:00:00
BATCH_1395,2023-04-27T04:00:00,2023-04-27T06:00:00
BATCH_1396,2023-04-27T06:00:00,2023-04-27T08:00:00
BATCH_1397,2023-04-27T08:00:00,2023-04-27T10:00:00
BATCH_1398,2023-04-27T10:00:00,2023-04-27T12:00:00
BATCH_1399,2023-04-27T12:00:00,2023-04-27T14:00:00
BATCH_1400,2023-04-27T14:00:00,2023-04-27T16:00:00
BATCH_1401,2023-04-27T16:00:00,2023-04-27T18:00:00
BATCH_1402,2023-04-27T18:00:00,2023-04-27T20:00:00
BATCH_1403,2023-04-27T20:00:00,2023-04-27T22:00:00
BATCH_1404,2023-04-27T22:00:00,2023-04-28T00:00:00
BATCH_1405,2023-04-28T00:00:00,2023-04-28T02:00:00
BATCH_1406,2023-04-28T02:00:00,2023-04-28T04:00:00
BATCH_1407,2023-04-28T04:00:00,2023-04-28T06:00:00
BATCH_1408,2023-04-28T06:00:00,2023-04-28T08:00:00
BATCH_1409,2023-04-28T08:00:00,2023-04-28T10:00:00
BATCH_1410,2023-04-28T10:00:00,2023-04-28T12:00:00
BATCH_1411,2023-04-28T12:00:00,2023-04-28T14:00:00
BATCH_1412,2023-04-28T14:00:00,2023-04-28T16:00:00
BATCH_1413,2023-04-28T16:00:00,2023-04-28T18:00:00
BATCH_1414,2023-04-28T18:00:00,2023-04-28T20:00:00
BATCH_1415,2023-04-28T20:00:00,2023-04-28T22:00:00
BATCH_1416,2023-04-28T22:00:00,2023-04-29T00:00:00
BATCH_1417,2023-04-29T00:00:00,2023-04-29T02:00:00
BATCH_1418,2023-04-29T02:00:00,2023-04-29T04:00:00
BATCH_1419,2023-04-29T04:00:00,2023-04-29T06:00:00
BATCH_1420,2023-04-29T06:00:00,2023-04-29T08:00:00
BATCH_1421,2023-04-29T08:00:00,2023-04-29T10:00:00
BATCH_1422,2023-04-29T10:00:00,2023-04-29T12:00:00
BATCH_1423,2023-04-29T12:00:00,2023-04-29T14:00:00
BATCH_1424,2023-04-29T14:00:00,2023-04-29T16:00:00
BATCH_1425,2023-04-29T16:00:00,2023-04-29T18:00:00
BATCH_1426,2023-04-29T18:00:00,2023-04-29T20:00:00
BATCH_1427,2023-04-29T20:00:00,2023-04-29T22:00:00
BATCH_1428,2023-04-29T22:00:00,2023-04-30T00:00:00
BATCH_1429,2023-04-30T00:00:00,2023-04-30T02:00:00
BATCH_1430,2023-04-30T02:00:00,2023-04-30T04:00:00
BATCH_1431,2023-04-30T04:00:00,2023-04-30T06:00:00
BATCH_1432,2023-04-30T06:00:00,2023-04-30T08:00:00
BATCH_1433,2023-04-30T08:00:00,2023-04-30T10:00:00
BATCH_1434,2023-04-30T10:00:00,2023-04-30T12:00:00
BATCH_1435,2023-04-30T12:00:00,2023-04-30T14:00:00
BATCH_1436,2023-04-30T14:00:00,2023-04-30T16:00:00
BATCH_1437,2023-04-30T16:00:00,2023-04-30T18:00:00
BATCH_1438,2023-04-30T18:00:00,2023-04-30T20:00:00
BATCH_1439,2023-04-30T20:00:00,2023-04-30T22:00:00
BATCH_1440,2023-04-30T22:00:00,2023-05-01T00:00:00
BATCH_1441,2023-05-01T00:00:00,2023-05-01T02:00:00
BATCH_1442,2023-05-01T02:00:00,2023-05-01T04:00:00
BATCH_1443,2023-05-01T04:00:00,2023-05-01T06:00:00
BATCH_1444,2023-05-01T06:00:00,2023-05-01T08:00:00
BATCH_1445,2023-05-01T08:00:00,2023-05-01T10:00:00
BATCH_1446,2023-05-01T10:00:00,2023-05-01T12:00:00
BATCH_1447,2023-05-01T12:00:00,2023-05-01T14:00:00
BATCH_1448,2023-05-01T14:00:00,2023-05-01T16:00:00
BATCH_1449,2023-05-01T16:00:00,2023-05-01T18:00:00
BATCH_1450,2023-05-01T18:00:00,2023-05-01T20:00:00
BATCH_1451,2023-05-01T20:00:00,2023-05-01T22:00:00
BATCH_1452,2023-05-01T22:00:00,2023-05-02T00:00:00
BATCH_1453,2023-05-02T00:00:00,2023-05-02T02:00:00
BATCH_1454,2023-05-02T02:00:00,2023-05-02T04:00:00
BATCH_1455,2023-05-02T04:00:00,2023-05-02T06:00:00
BATCH_1456,2023-05-02T06:00:00,2023-05-02T08:00:00
BATCH_1457,2023-05-02T08:00:00,2023-05-02T10:00:00
BATCH_1458,2023-05-02T10:00:00,2023-05-02T12:00:00
BATCH_1459,2023-05-02T12:00:00,2023-05-02T14:00:00
BATCH_1460,2023-05-02T14:00:00,2023-05-02T16:00:00
BATCH_1461,2023-05-02T16:00:00,2023-05-02T18:00:00
BATCH_1462,2023-05-02T18:00:00,2023-05-02T20:00:00
BATCH_1463,2023-05-02T20:00:00,2023-05-02T22:00:00
BATCH_1464,2023-05-02T22:00:00,2023-05-03T00:00:00
BATCH_1465,2023-05-03T00:00:00,2023-05-03T02:00:00
BATCH_1466,2023-05-03T02:00:00,2023-05-03T04:00:00
BATCH_1467,2023-05-03T04:00:00,2023-05-03T06:00:00
BATCH_1468,2023-05-03T06:00:00,2023-05-03T08:00:00
BATCH_1469,2023-05-03T08:00:00,2023-05-03T10:00:00
BATCH_1470,2023-05-03T10:00:00,2023-05-03T12:00:00
BATCH_1471,2023-05-03T12:00:00,2023-05-03T14:00:00
BATCH_1472,2023-05-03T14:00:00,2023-05-03T16:00:00
BATCH_1473,2023-05-03T16:00:00,2023-05-03T18:00:00
BATCH_1474,2023-05-03T18:00:00,2023-05-03T20:00:00
BATCH_1475,2023-05-03T20:00:00,2023-05-03T22:00:00
BATCH_1476,2023-05-03T22:00:00,2023-05-04T00:00:00
BATCH_1477,2023-05-04T00:00:00,2023-05-04T02:00:00
BATCH_1478,2023-05-04T02:00:00,2023-05-04T04:00:00
BATCH_1479,2023-05-04T04:00:00,2023-05-04T06:00:00
BATCH_1480,2023-05-04T06:00:00,2023-05-04T08:00:00
BATCH_1481,2023-05-04T08:00:00,2023-05-04T10:00:00
BATCH_1482,2023-05-04T10:00:00,2023-05-04T12:00:00
BATCH_1483,2023-05-04T12:00:00,2023-05-04T14:00:00
BATCH_1484,2023-05-04T14:00:00,2023-05-04T16:00:00
BATCH_1485,2023-05-04T16:00:00,2023-05-04T18:00:00
BATCH_1486,2023-05-04T18:00:00,2023-05-04T20:00:00
BATCH_1487,2023-05-04T20:00:00,2023-05-04T22:00:00
BATCH_1488,2023-05-04T22:00:00,2023-05-05T00:00:00
BATCH_1489,2023-05-05T00:00:00,2023-05-05T02:00:00
BATCH_1490,2023-05-05T02:00:00,2023-05-05T04:00:00
BATCH_1491,2023-05-05T04:00:00,2023-05-05T06:00:00
BATCH_1492,2023-05-05T06:00:00,2023-05-05T08:00:00
BATCH_1493,2023-05-05T08:00:00,2023-05-05T10:00:00
BATCH_1494,2023-05-05T10:00:00,2023-05-05T12:00:00
BATCH_1495,2023-05-05T12:00:00,2023-05-05T14:00:00
BATCH_1496,2023-05-05T14:00:00,2023-05-05T16:00:00
BATCH_1497,2023-05-05T16:00:00,2023-05-05T18:00:00
BATCH_1498,2023-05-05T18:00:00,2023-05-05T20:00:00
BATCH_1499,2023-05-05T20:00:00,2023-05-05T22:00:00
BATCH_1500,2023-05-05T22:00:00,2023-05-06T00:00:00
BATCH_1501,2023-05-06T00:00:00,2023-05-06T02:00:00
BATCH_1502,2023-05-06T02:00:00,2023-05-06T04:00:00
BATCH_1503,2023-05-06T04:00:00,2023-05-06T06:00:00
BATCH_1504,2023-05-06T06:00:00,2023-05-06T08:00:00
BATCH_1505,2023-05-06T08:00:00,2023-05-06T10:00:00
BATCH_1506,2023-05-06T10:00:00,2023-05-06T12:00:00
BATCH_1507,2023-05-06T12:00:00,2023-05-06T14:00:00
BATCH_1508,2023-05-06T14:00:00,2023-05-06T16:00:00
BATCH_1509,2023-05-06T16:00:00,2023-05-06T18:00:00
BATCH_1510,2023-05-06T18:00:00,2023-05-06T20:00:00
BATCH_1511,2023-05-06T20:00:00,2023-05-06T22:00:00
BATCH_1512,2023-05-06T22:00:00,2023-05-07T00:00:00
BATCH_1513,2023-05-07T00:00:00,2023-05-07T02:00:00
BATCH_1514,2023-05-07T02:00:00,2023-05-07T04:00:00
BATCH_1515,2023-05-07T04:00:00,2023-05-07T06:00:00
BATCH_1516,2023-05-07T06:00:00,2023-05-07T08:00:00
BATCH_1517,2023-05-07T08:00:00,2023-05-07T10:00:00
BATCH_1518,2023-05-07T10:00:00,2023-05-07T12:00:00
BATCH_1519,2023-05-07T12:00:00,2023-05-07T14:00:00
BATCH_1520,2023-05-07T14:00:00,2023-05-07T16:00:00
BATCH_1521,2023-05-07T16:00:00,2023-05-07T18:00:00
BATCH_1522,2023-05-07T18:00:00,2023-05-07T20:00:00
BATCH_1523,2023-05-07T20:00:00,2023-05-07T22:00:00
BATCH_1524,2023-05-07T22:00:00,2023-05-08T00:00:00
BATCH_1525,2023-05-08T00:00:00,2023-05-08T02:00:00
BATCH_1526,2023-05-08T02:00:00,2023-05-08T04:00:00
BATCH_1527,2023-05-08T04:00:00,2023-05-08T06:00:00
BATCH_1528,2023-05-08T06:00:00,2023-05-08T08:00:00
BATCH_1529,2023-05-08T08:00:00,2023-05-08T10:00:00
BATCH_1530,2023-05-08T10:00:00,2023-05-08T12:00:00
BATCH_1531,2023-05-08T12:00:00,2023-05-08T14:00:00
BATCH_1532,2023-05-08T14:00:00,2023-05-08T16:00:00
BATCH_1533,2023-05-08T16:00:00,2023-05-08T18:00:00
BATCH_1534,2023-05-08T18:00:00,2023-05-08T20:00:00
BATCH_1535,2023-05-08T20:00:00,2023-05-08T22:00:00
BATCH_1536,2023-05-08T22:00:00,2023-05-09T00:00:00
BATCH_1537,2023-05-09T00:00:00,2023-05-09T02:00:00
BATCH_1538,2023-05-09T02:00:00,2023-05-09T04:00:00
BATCH_1539,2023-05-09T04:00:00,2023-05-09T06:00:00
BATCH_1540,2023-05-09T06:00:00,2023-05-09T08:00:00
BATCH_1541,2023-05-09T08:00:00,2023-05-09T10:00:00
BATCH_1542,2023-05-09T10:00:00,2023-05-09T12:00:00
BATCH_1543,2023-05-09T12:00:00,2023-05-09T14:00:00
BATCH_1544,2023-05-09T14:00:00,2023-05-09T16:00:00
BATCH_1545,2023-05-09T16:00:00,2023-05-09T18:00:00
BATCH_1546,2023-05-09T18:00:00,2023-05-09T20:00:00
BATCH_1547,2023-05-09T20:00:00,2023-05-09T22:00:00
BATCH_1548,2023-05-09T22:00:00,2023-05-10T00:00:00
BATCH_1549,2023-05-10T00:00:00,2023-05-10T02:00:00
BATCH_1550,2023-05-10T02:00:00,2023-05-10T04:00:00
BATCH_1551,2023-05-10T04:00:00,2023-05-10T06:00:00
BATCH_1552,2023-05-10T06:00:00,2023-05-10T08:00:00
BATCH_1553,2023-05-10T08:00:00,2023-05-10T10:00:00
BATCH_1554,2023-05-10T10:00:00,2023-05-10T12:00:00
BATCH_1555,2023-05-10T12:00:00,2023-05-10T14:00:00
BATCH_1556,2023-05-10T14:00:00,2023-05-10T16:00:00
BATCH_1557,2023-05-10T16:00:00,2023-05-10T18:00:00
BATCH_1558,2023-05-10T18:00:00,2023-05-10T20:00:00
BATCH_1559,2023-05-10T20:00:00,2023-05-10T22:00:00
BATCH_1560,2023-05-10T22:00:00,2023-05-11T00:00:00
BATCH_1561,2023-05-11T00:00:00,2023-05-11T02:00:00
BATCH_1562,2023-05-11T02:00:00,2023-05-11T04:00:00
BATCH_1563,2023-05-11T04:00:00,2023-05-11T06:00:00
BATCH_1564,2023-05-11T06:00:00,2023-05-11T08:00:00
BATCH_1565,2023-05-11T08:00:00,2023-05-11T10:00:00
BATCH_1566,2023-05-11T10:00:00,2023-05-11T12:00:00
BATCH_1567,2023-05-11T12:00:00,2023-05-11T14:00:00
BATCH_1568,2023-05-11T14:00:00,2023-05-11T16:00:00
BATCH_1569,2023-05-11T16:00:00,2023-05-11T18:00:00
BATCH_1570,2023-05-11T18:00:00,2023-05-11T20:00:00
BATCH_1571,2023-05-11T20:00:00,2023-05-11T22:00:00
BATCH_1572,2023-05-11T22:00:00,2023-05-12T00:00:00
BATCH_1573,2023-05-12T00:00:00,2023-05-12T02:00:00
BATCH_1574,2023-05-12T02:00:00,2023-05-12T04:00:00
BATCH_1575,2023-05-12T04:00:00,2023-05-12T06:00:00
BATCH_1576,2023-05-12T06:00:00,2023-05-12T08:00:00
BATCH_1577,2023-05-12T08:00:00,2023-05-12T10:00:00
BATCH_1578,2023-05-12T10:00:00,2023-05-12T12:00:00
BATCH_1579,2023-05-12T12:00:00,2023-05-12T14:00:00
BATCH_1580,2023-05-12T14:00:00,2023-05-12T16:00:00
BATCH_1581,2023-05-12T16:00:00,2023-05-12T18:00:00
BATCH_1582,2023-05-12T18:00:00,2023-05-12T20:00:00
BATCH_1583,2023-05-12T20:00:00,2023-05-12T22:00:00
BATCH_1584,2023-05-12T22:00:00,2023-05-13T00:00:00
BATCH_1585,2023-05-13T00:00:00,2023-05-13T02:00:00
BATCH_1586,2023-05-13T02:00:00,2023-05-13T04:00:00
BATCH_1587,2023-05-13T04:00:00,2023-05-13T06:00:00
BATCH_1588,2023-05-13T06:00:00,2023-05-13T08:00:00
BATCH_1589,2023-05-13T08:00:00,2023-05-13T10:00:00
BATCH_1590,2023-05-13T10:00:00,2023-05-13T12:00:00
BATCH_1591,2023-05-13T12:00:00,2023-05-13T14:00:00
BATCH_1592,2023-05-13T14:00:00,2023-05-13T16:00:00
BATCH_1593,2023-05-13T16:00:00,2023-05-13T18:00:00
BATCH_1594,2023-05-13T18:00:00,2023-05-13T20:00:00
BATCH_1595,2023-05-13T20:00:00,2023-05-13T22:00:00
BATCH_1596,2023-05-13T22:00:00,2023-05-14T00:00:00
BATCH_1597,2023-05-14T00:00:00,2023-05-14T02:00:00
BATCH_1598,2023-05-14T02:00:00,2023-05-14T04:00:00
BATCH_1599,2023-05-14T04:00:00,2023-05-14T06:00:00
BATCH_1600,2023-05-14T06:00:00,2023-05-14T08:00:00
BATCH_1601,2023-05-14T08:00:00,2023-05-14T10:00:00
BATCH_1602,2023-05-14T10:00:00,2023-05-14T12:00:00
BATCH_1603,2023-05-14T12:00:00,2023-05-14T14:00:00
BATCH_1604,2023-05-14T14:00:00,2023-05-14T16:00:00
BATCH_1605,2023-05-14T16:00:00,2023-05-14T18:00:00
BATCH_1606,2023-05-14T18:00:00,2023-05-14T20:00:00
BATCH_1607,2023-05-14T20:00:00,2023-05-14T22:00:00
BATCH_1608,2023-05-14T22:00:00,2023-05-15T00:00:00
BATCH_1609,2023-05-15T00:00:00,2023-05-15T02:00:00
BATCH_1610,2023-05-15T02:00:00,2023-05-15T04:00:00
BATCH_1611,2023-05-15T04:00:00,2023-05-15T06:00:00
BATCH_1612,2023-05-15T06:00:00,2023-05-15T08:00:00
BATCH_1613,2023-05-15T08:00:00,2023-05-15T10:00:00
BATCH_1614,2023-05-15T10:00:00,2023-05-15T12:00:00
BATCH_1615,2023-05-15T12:00:00,2023-05-15T14:00:00
BATCH_1616,2023-05-15T14:00:00,2023-05-15T16:00:00
BATCH_1617,2023-05-15T16:00:00,2023-05-15T18:00:00
BATCH_1618,2023-05-15T18:00:00,2023-05-15T20:00:00
BATCH_1619,2023-05-15T20:00:00,2023-05-15T22:00:00
BATCH_1620,2023-05-15T22:00:00,2023-05-16T00:00:00
BATCH_1621,2023-05-16T00:00:00,2023-05-16T02:00:00
BATCH_1622,2023-05-16T02:00:00,2023-05-16T04:00:00
BATCH_1623,2023-05-16T04:00:00,2023-05-16T06:00:00
BATCH_1624,2023-05-16T06:00:00,2023-05-16T08:00:00
BATCH_1625,2023-05-16T08:00:00,2023-05-16T10:00:00
BATCH_1626,2023-05-16T10:00:00,2023-05-16T12:00:00
BATCH_1627,2023-05-16T12:00:00,2023-05-16T14:00:00
BATCH_1628,2023-05-16T14:00:00,2023-05-16T16:00:00
BATCH_1629,2023-05-16T16:00:00,2023-05-16T18:00:00
BATCH_1630,2023-05-16T18:00:00,2023-05-16T20:00:00
BATCH_1631,2023-05-16T20:00:00,2023-05-16T22:00:00
BATCH_1632,2023-05-16T22:00:00,2023-05-17T00:00:00
BATCH_1633,2023-05-17T00:00:00,2023-05-17T02:00:00
BATCH_1634,2023-05-17T02:00:00,2023-05-17T04:00:00
BATCH_1635,2023-05-17T04:00:00,2023-05-17T06:00:00
BATCH_1636,2023-05-17T06:00:00,2023-05-17T08:00:00
BATCH_1637,2023-05-17T08:00:00,2023-05-17T10:00:00
BATCH_1638,2023-05-17T10:00:00,2023-05-17T12:00:00
BATCH_1639,2023-05-17T12:00:00,2023-05-17T14:00:00
BATCH_1640,2023-05-17T14:00:00,2023-05-17T16:00:00
BATCH_1641,2023-05-17T16:00:00,2023-05-17T18:00:00
BATCH_1642,2023-05-17T18:00:00,2023-05-17T20:00:00
BATCH_1643,2023-05-17T20:00:00,2023-05-17T22:00:00
BATCH_1644,2023-05-17T22:00:00,2023-05-18T00:00:00
BATCH_1645,2023-05-18T00:00:00,2023-05-18T02:00:00
BATCH_1646,2023-05-18T02:00:00,2023-05-18T04:00:00
BATCH_1647,2023-05-18T04:00:00,2023-05-18T06:00:00
BATCH_1648,2023-05-18T06:00:00,2023-05-18T08:00:00
BATCH_1649,2023-05-18T08:00:00,2023-05-18T10:00:00
BATCH_1650,2023-05-18T10:00:00,2023-05-18T12:00:00
BATCH_1651,2023-05-18T12:00:00,2023-05-18T14:00:00
BATCH_1652,2023-05-18T14:00:00,2023-05-18T16:00:00
BATCH_1653,2023-05-18T16:00:00,2023-05-18T18:00:00
BATCH_1654,2023-05-18T18:00:00,2023-05-18T20:00:00
BATCH_1655,2023-05-18T20:00:00,2023-05-18T22:00:00
BATCH_1656,2023-05-18T22:00:00,2023-05-19T00:00:00
BATCH_1657,2023-05-19T00:00:00,2023-05-19T02:00:00
BATCH_1658,2023-05-19T02:00:00,2023-05-19T04:00:00
BATCH_1659,2023-05-19T04:00:00,2023-05-19T06:00:00
BATCH_1660,2023-05-19T06:00:00,2023-05-19T08:00:00
BATCH_1661,2023-05-19T08:00:00,2023-05-19T10:00:00
BATCH_1662,2023-05-19T10:00:00,2023-05-19T12:00:00
BATCH_1663,2023-05-19T12:00:00,2023-05-19T14:00:00
BATCH_1664,2023-05-19T14:00:00,2023-05-19T16:00:00
BATCH_1665,2023-05-19T16:00:00,2023-05-19T18:00:00
BATCH_1666,2023-05-19T18:00:00,2023-05-19T20:00:00
BATCH_1667,2023-05-19T20:00:00,2023-05-19T22:00:00
BATCH_1668,2023-05-19T22:00:00,2023-05-20T00:00:00
BATCH_1669,2023-05-20T00:00:00,2023-05-20T02:00:00
BATCH_1670,2023-05-20T02:00:00,2023-05-20T04:00:00
BATCH_1671,2023-05-20T04:00:00,2023-05-20T06:00:00
BATCH_1672,2023-05-20T06:00:00,2023-05-20T08:00:00
BATCH_1673,2023-05-20T08:00:00,2023-05-20T10:00:00
BATCH_1674,2023-05-20T10:00:00,2023-05-20T12:00:00
BATCH_1675,2023-05-20T12:00:00,2023-05-20T14:00:00
BATCH_1676,2023-05-20T14:00:00,2023-05-20T16:00:00
BATCH_1677,2023-05-20T16:00:00,2023-05-20T18:00:00
BATCH_1678,2023-05-20T18:00:00,2023-05-20T20:00:00
BATCH_1679,2023-05-20T20:00:00,2023-05-20T22:00:00
BATCH_1680,2023-05-20T22:00:00,2023-05-21T00:00:00
BATCH_1681,2023-05-21T00:00:00,2023-05-21T02:00:00
BATCH_1682,2023-05-21T02:00:00,2023-05-21T04:00:00
BATCH_1683,2023-05-21T04:00:00,2023-05-21T06:00:00
BATCH_1684,2023-05-21T06:00:00,2023-05-21T08:00:00
BATCH_1685,2023-05-21T08:00:00,2023-05-21T10:00:00
BATCH_1686,2023-05-21T10:00:00,2023-05-21T12:00:00
BATCH_1687,2023-05-21T12:00:00,2023-05-21T14:00:00
BATCH_1688,2023-05-21T14:00:00,2023-05-21T16:00:00
BATCH_1689,2023-05-21T16:00:00,2023-05-21T18:00:00
BATCH_1690,2023-05-21T18:00:00,2023-05-21T20:00:00
BATCH_1691,2023-05-21T20:00:00,2023-05-21T22:00:00
BATCH_1692,2023-05-21T22:00:00,2023-05-22T00:00:00
BATCH_1693,2023-05-22T00:00:00,2023-05-22T02:00:00
BATCH_1694,2023-05-22T02:00:00,2023-05-22T04:00:00
BATCH_1695,2023-05-22T04:00:00,2023-05-22T06:00:00
BATCH_1696,2023-05-22T06:00:00,2023-05-22T08:00:00
BATCH_1697,2023-05-22T08:00:00,2023-05-22T10:00:00
BATCH_1698,2023-05-22T10:00:00,2023-05-22T12:00:00
BATCH_1699,2023-05-22T12:00:00,2023-05-22T14:00:00
BATCH_1700,2023-05-22T14:00:00,2023-05-22T16:00:00
BATCH_1701,2023-05-22T16:00:00,2023-05-22T18:00:00
BATCH_1702,2023-05-22T18:00:00,2023-05-22T20:00:00
BATCH_1703,2023-05-22T20:00:00,2023-05-22T22:00:00
BATCH_1704,2023-05-22T22:00:00,2023-05-23T00:00:00
BATCH_1705,2023-05-23T00:00:00,2023-05-23T02:00:00
BATCH_1706,2023-05-23T02:00:00,2023-05-23T04:00:00
BATCH_1707,2023-05-23T04:00:00,2023-05-23T06:00:00
BATCH_1708,2023-05-23T06:00:00,2023-05-23T08:00:00
BATCH_1709,2023-05-23T08:00:00,2023-05-23T10:00:00
BATCH_1710,2023-05-23T10:00:00,2023-05-23T12:00:00
BATCH_1711,2023-05-23T12:00:00,2023-05-23T14:00:00
BATCH_1712,2023-05-23T14:00:00,2023-05-23T16:00:00
BATCH_1713,2023-05-23T16:00:00,2023-05-23T18:00:00
BATCH_1714,2023-05-23T18:00:00,2023-05-23T20:00:00
BATCH_1715,2023-05-23T20:00:00,2023-05-23T22:00:00
BATCH_1716,2023-05-23T22:00:00,2023-05-24T00:00:00
BATCH_1717,2023-05-24T00:00:00,2023-05-24T02:00:00
BATCH_1718,2023-05-24T02:00:00,2023-05-24T04:00:00
BATCH_1719,2023-05-24T04:00:00,2023-05-24T06:00:00
BATCH_1720,2023-05-24T06:00:00,2023-05-24T08:00:00
BATCH_1721,2023-05-24T08:00:00,2023-05-24T10:00:00
BATCH_1722,2023-05-24T10:00:00,2023-05-24T12:00:00
BATCH_1723,2023-05-24T12:00:00,2023-05-24T14:00:00
BATCH_1724,2023-05-24T14:00:00,2023-05-24T16:00:00
BATCH_1725,2023-05-24T16:00:00,2023-05-24T18:00:00
BATCH_1726,2023-05-24T18:00:00,2023-05-24T20:00:00
BATCH_1727,2023-05-24T20:00:00,2023-05-24T22:00:00
BATCH_1728,2023-05-24T22:00:00,2023-05-25T00:00:00
BATCH_1729,2023-05-25T00:00:00,2023-05-25T02:00:00
BATCH_1730,2023-05-25T02:00:00,2023-05-25T04:00:00
BATCH_1731,2023-05-25T04:00:00,2023-05-25T06:00:00
BATCH_1732,2023-05-25T06:00:00,2023-05-25T08:00:00
BATCH_1733,2023-05-25T08:00:00,2023-05-25T10:00:00
BATCH_1734,2023-05-25T10:00:00,2023-05-25T12:00:00
BATCH_1735,2023-05-25T12:00:00,2023-05-25T14:00:00
BATCH_1736,2023-05-25T14:00:00,2023-05-25T16:00:00
BATCH_1737,2023-05-25T16:00:00,2023-05-25T18:00:00
